GlobalID,ElementName,AltName,Definition,Format,HasOptionSet,UsageNotes,URL,Version,TermID,ChangedInThisVersionInd,ChangeNotes,TechnicalName,TableName,Domain
1778,Campus Status,,The generalized use or control of a campus," independent of program type.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20759,10,20759,,CampusStatus,,
1779,Facility Census Tract,,The census tract number of the school site.,Integer - exactly 11 digits,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20760,10,20760,,,FacilityCensusTract,,
1780,Facility Construction Date,,The month," day"," and year on which construction of a building"," addition"," or improvement was completed.",YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20761,FacilityConstructionDate,,
1781,Facility Construction Date Type,,Designation of the nature of the construction completion date.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20762,10,20762,,,FacilityConstructionDateType,,
1782,Facility Construction Material Type,,The primary material used for the construction of a building.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20763,10,20763,,,FacilityConstructionMaterialType,,
1783,Facility Expected Life,,The time," in years"," of the expected useful life of a facility for the purposes of depreciation.",Integer,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20764,10,20764,FacilityExpectedLife,,
1784,Facility Replacement Value,,The estimated cost of replacing a facility using current per square foot estimates of total project costs.,Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20765,10,20765,,,FacilityReplacementValue,,
1785,Building Number of Stories,,The number of stories in a building," excluding the basement if its ceiling is less than three feet above ground level.",Integer,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20766,10,20766,,BuildingNumberOfStories,,
1786,Facility Site Identifier,,The lot and square number," or equivalent unique municipal number identification"," of a parcel of land.",Alphanumeric - 20 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20767,10,20767,FacilitySiteIdentifier,,
1787,Facility Site Improvement Location Type,,The type of location of the designed and constructed improvements made to a site.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20768,10,20768,,,FacilitySiteImprovementLocationType,,
1788,Building Year Built,,The year a building was constructed," as indicated by cornerstone or official government records.",YYYY,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20769,10,20769,,BuildingYearBuilt,,
1789,Building Year of Last Modernization,,The most recent year that a comprehensive upgrade of ALL major building systems and components was completed," such that it functions as a modern building"," as measured by a facility condition index not greater than 15%.",YYYY,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20770,10,20770,BuildingYearOfLastModernization,,
1790,Building Air Distribution System Type,,The primary means by which air is circulated," freshened"," and exhausted.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20771,10,20771,BuildingAirDistributionSystemType,,
1791,Building Communications Management Component System Type,,The type of system," interface"," and management components for carrying voice"," video"," and data throughout a building.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20772,BuildingCommunicationsManagementComponentSystemType,,
1792,Facility Compliance Status,,An indication of whether the school," building"," site"," system"," component"," equipment"," vehicle"," or fixture conforms to the requirements or standards specified in federal"," state",FacilityComplianceStatus,,
1793,Facility System or Component Condition,,The rating of the system or component functions under the demands of its regular operation.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20774,10,20774,,,FacilitySystemOrComponentCondition,,
1794,Building Cooling Generation System Type,,The type of mechanical systems and building designs used for cooling.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20775,10,20775,,,BuildingCoolingGenerationSystemType,,
1795,Building Electrical System Type,,The components and system required to distribute electricity throughout the building or site.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20776,10,20776,,,BuildingElectricalSystemType,,
1796,Facility Applicable Federal Mandate Type,,The particular federal law," regulation"," or standard that pertains to a school facility.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20777,10,20777,FacilityApplicableFederalMandateType,,
1797,Facility Federal Mandate Interest Type,,The area of interest controlled by a federal law," regulation"," or standard that pertains to a school facility.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20778,10,20778,FacilityFederalMandateInterestType,,
1798,Building Fire Protection System Type,,The type of system that protects the facility against fire.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20779,10,20779,,,BuildingFireProtectionSystemType,,
1799,Building Heating Generation System Type,,The method by which the heat is distributed and delivered throughout the room(s) or building.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20780,10,20780,,,BuildingHeatingGenerationSystemType,,
1800,Building HVAC System Type,,The building service system that provides for heating," ventilation and air-conditioning.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20781,10,20781,,BuildingHVACSystemType,,
1801,Building Institutional Equipment Description,,Equipment that is installed for use in support of instructional program such as kilns for art," planetarium equipment for astronomy"," fitness equipment for physical education.",Alphanumeric - 80 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20782,10,20782,BuildingInstitutionalEquipmentDescription,,
1802,Building Mechanical Conveying System Type,,Mechanical means for moving people and equipment within buildings.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20783,10,20783,,,BuildingMechanicalConveyingSystemType,,
1803,Building Plumbing System Type,,The component of an on-site system for supplying," eliminating"," and treating water.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20784,10,20784,BuildingPlumbingSystemType,,
1804,Building Security System Type,,The type of system that protects the facility from intrusion.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20785,10,20785,,,BuildingSecuritySystemType,,
1805,Facility State or Local Mandate Interest Type,,The area of interest controlled by a law," rule"," regulation"," or standard of state and local governments that pertains to public school facilities.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20786,10,FacilityStateOrLocalMandateInterestType,,
1806,Facility State or Local Mandate Name,,The specific law," rule"," regulation"," or standard of a state or local government that pertains to public school facilities.",Alphanumeric - 60 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20787,10,FacilityStateOrLocalMandateName,,
1807,Building Technology Wiring System Type,,The means through which voice," video"," audio"," and data information are conveyed.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20788,10,BuildingTechnologyWiringSystemType,,
1808,Facility Location of Hazardous Materials,,The location at which the identified hazardous material is found.,Alphanumeric - 60 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20789,10,20789,,,FacilityLocationOfHazardousMaterials,,
1809,Building Mechanical System Type,,The major manufactured systems required to operate a building.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20790,10,20790,,,BuildingMechanicalSystemType,,
1810,Facility Nearby Environmental Hazard Description,,Description of any type of environmental hazards within range of the facility that has the potential to seriously affect the health," safety and operation of school facilities and their occupants.",Alphanumeric,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20791,10,20791,,FacilityNearbyEnvironmentalHazardDescription,,
1811,Building System Type,,The type of system that is installed in the building or site.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20792,10,20792,,,BuildingSystemType,,
1812,Building Vertical Transportation System Type,,The type of system used to convey persons or freight between floors.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20793,10,20793,,,BuildingVerticalTransportationSystemType,,
1813,Building Administrative Space Type,,The space designed primarily for conducting administrative and business functions.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20794,10,20794,,,BuildingAdministrativeSpaceType,,
1814,Building Art Specialty Space Type,,The space designed to support the teaching and learning of 2 dimensional or 3 dimensional visual arts.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20795,10,20795,,,BuildingArtSpecialtySpaceType,,
1815,Building Basic Classroom Design Type,,A classroom designed for instruction of a particular age group," but not a specific subject.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20796,10,20796,,BuildingBasicClassroomDesignType,,
1816,Building Design Type,,The primary design or purpose of a building," as determined by its physical layout and built-in systems and equipment"," regardless of its current use.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20797,10,20797,BuildingDesignType,,
1817,Building Career-Technical Education Space Type,,The classroom," laboratory"," or shop specially located"," designed"," furnished"," and equipped to support instruction of technical and technology related curriculum"," usually tied to particular industry"," for example"," bio-tech",BuildingCareer-TechnicalEducationSpaceType,,
1818,Building Circulation Space Type,,A space designed to enable people to move within the building.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20799,10,20799,,,BuildingCirculationSpaceType,,
1819,Building Environmental or Energy Performance Rating Category,,The primary groupings that rating organizations use to evaluate environmental sustainability and energy use.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20800,10,20800,,,BuildingEnvironmentalOrEnergyPerformanceRatingCategory,,
1820,Facility Furnishings Type,,Moveable assets that are provided so the building or interior assets can be utilized by occupants for their intended purposes.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20801,10,20801,,,FacilityFurnishingsType,,
1821,Building Food Service Space Type,,The space located," designed"," furnished and equipped to support meal programs.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20802,10,20802,BuildingFoodServiceSpaceType,,
1822,Building Indoor Athletic or Physical Education Space Type,,The indoor space designed," located"," furnished"," and equipped for instruction and support of a physical education curriculum and athletic program.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20803,10,BuildingIndoorAthleticOrPhysicalEducationSpaceType,,
1823,Building Library or Media Center Specialty Space Type,,The primary and auxiliary space designed to provide and support student and staff access to books," periodicals"," software"," videos"," and the Internet.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20804,BuildingLibraryOrMediaCenterSpecialtySpaceType,,
1824,Building Operations or Maintenance Space Type,,The area designed primarily for conducting activities concerned with maintaining the grounds," buildings"," and equipment.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20805,10,20805,BuildingOperationsOrMaintenanceSpaceType,,
1825,Building Outdoor Athletic or Physical Education Space Type,,The outdoor space designed," located"," furnished"," and equipped for instruction and support of a physical education curriculum and athletic program.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20806,10,BuildingOutdoorAthleticOrPhysicalEducationSpaceType,,
1826,Building Outdoor or Non-athletic Space Type,,The outdoor space located," designed"," furnished"," and equipped primarily for recreation"," play and outdoor environmental education.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20807,BuildingOutdoorOrNon-athleticSpaceType,,
1827,Building Performing Arts Specialty Space Type,,The space designed," located"," furnished"," and equipped for instruction and support of music and drama curricula and productions.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20808,10,BuildingPerformingArtsSpecialtySpaceType,,
1828,Building School Design Type,,The physical layout and character of a school facility," as determined by age groups served and educational programs provided.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20809,10,20809,,BuildingSchoolDesignType,,
1829,Building Science Specialty Space Type,,The space designed," located"," furnished"," and equipped for instruction and experimentation in science.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20810,10,BuildingScienceSpecialtySpaceType,,
1830,Facility Site Outdoor Area Type,,The designated constructed outdoor area on a public school site.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20811,10,20811,,,FacilitySiteOutdoorAreaType,,
1831,Building Space Design Type,,The primary design or purpose of a space," as determined by its physical layout and built-in systems and equipment"," regardless of its current use.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20812,10,20812,BuildingSpaceDesignType,,
1832,Building Special Education Specialty Space Type,,The space designed," located"," furnished"," and equipped to support instruction of children with special physical"," emotional"," and/or educational needs.",,TRUE,,BuildingSpecialEducationSpecialtySpaceType,,
1833,Building Student Support Space Type,,The space designed to provide student support services such as administrative," technical (e.g."," guidance and health)"," and logistical support to facilitate and enhance instruction.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20814,10,BuildingStudentSupportSpaceType,,
1834,Building Architect Name,,The name of the architect of record for the building.,Alphanumeric - 45 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20815,10,20815,,,BuildingArchitectName,,
1835,Building Architectural Firm Name,,The name of the architectural firm responsible for the building design.,Alphanumeric - 60 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20816,10,20816,,,BuildingArchitecturalFirmName,,
1836,Building Assembly Space Type,,An area designed primarily for theater productions," assemblies"," and other large gatherings.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20817,10,20817,BuildingAssemblySpaceType,,
1837,Facility Compliance Determination Date,,The month," day"," and year that the school"," building"," site"," system"," component"," equipment"," or fixture compliance status was determined.",FacilityComplianceDeterminationDate,,
1838,Facility Compliance Name,,The name of the inspection or process that indicates conformity to the requirements or standards specified in federal," state"," or local standards or codes.",Alphanumeric - 80 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20819,10,20819,FacilityComplianceName,,
1839,Facility Component Deficiency Description,,A description of the component," system"," or finish that needs replacement"," repair"," or maintenance to perform at an optimal level.",Alphanumeric - 80 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20820,FacilityComponentDeficiencyDescription,,
1840,Facility Component Identification Code,,A unique number or alphanumeric code assigned to a component by a school," school system"," state"," or other agency or entity.",Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20821,10,FacilityComponentIdentificationCode,,
1841,Facility Estimated Cost to Eliminate Deferred Maintenance,,The estimated cost to bring systems," components"," finishes"," fixtures"," or equipment to a state of good repair.",Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20822,FacilityEstimatedCostToEliminateDeferredMaintenance,,
1842,Facility Hazardous Condition Expected Remediation Date,,The month," day"," and year by which a hazardous condition of a site or building is expected to be remediated.",YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20823,10,20823,FacilityHazardousConditionExpectedRemediationDate,,
1843,Building Full Service Kitchen Type,,The type of kitchen housed in the facility as defined by whether it prepares food to be served onsite and/or at additional locations.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20824,10,20824,,,BuildingFullServiceKitchenType,,
1844,Hazardous Material or Condition Description,,A description of the seriousness a threat or hazardous material poses.,Alphanumeric - 80 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20825,10,20825,,,HazardousMaterialOrConditionDescription,,
1845,Hazardous Material or Condition Testing Date,,The month," day"," and year that the site or building is tested for a specific hazardous material.",YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20826,10,20826,HazardousMaterialOrConditionTestingDate,,
1846,Facility Inspection Score Result Description,,The description of a meaningful raw score of statistical expression of the performance on an inspection.,Alphanumeric - 35 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20827,10,20827,,,FacilityInspectionScoreResultDescription,,
1847,Facility Inspection Violation Description,,A description of the standard violation(s) found in the inspection.,Alphanumeric - 80 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20828,10,20828,,,FacilityInspectionViolationDescription,,
1848,Installation Date,,The year in which the system," component"," equipment"," or fixture was originally installed.",YYYY,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20829,10,InstallationDate,,
1849,Life-cycle Cost,,The total cost of acquiring," owning"," operating"," and disposing of a building"," facility"," or piece of equipment over its useful life.",Numeric - up to 2 digits after decimal place,FALSE,,Life-cycleCost,,
1850,Building Site Improvement Description,,A description of the designed and constructed improvements made to a site.,Alphanumeric - 80 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20831,10,20831,,,BuildingSiteImprovementDescription,,
1851,Building Instructional Space Factor Type,,A designation as to whether the space is considered an instructional space under state or local guidelines.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20832,10,20832,,,BuildingInstructionalSpaceFactorType,,
1852,Building Joint Use Rationale Type,,The reasons for permitting and participating in joint-use.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20833,10,20833,,,BuildingJointUseRationaleType,,
1853,Building Joint Use Scheduling Type,,The type of designation of non school district users by the amount of time they have access to public school for joint use.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20834,10,20834,,,BuildingJointUseSchedulingType,,
1854,Building Joint User Type,,The types of users sharing school district controlled," owned"," or utilized facilities.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20835,10,20835,BuildingJointUserType,,
1855,Building Community Use Space Type,,The space designed primarily for community or shared use.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20836,10,20836,,,BuildingCommunityUseSpaceType,,
1856,Building Hours of Public Use Per Week,,The number of hours that all or part of a building is used for purposes other than general education by the community or other organizations.,Integer,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20837,10,20837,,,BuildingHoursOfPublicUsePerWeek,,
1857,Building Net Area of Instructional Space,,The area of space directly used for instruction excluding circulation," administration"," student services"," and building support.",Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20838,10,BuildingNetAreaOfInstructionalSpace,,
1858,Building Number of Teaching Stations,,The number of teaching stations," as defined by how many spaces have"," or could have"," a teacher assigned to them for classroom instruction.",Integer,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20839,10,BuildingNumberOfTeachingStations,,
1859,Building Public Use Policy Description,,A description of the policy that enables the community or other organizations to use all or part of a building for purposes other than general education.,Alphanumeric - 80 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20840,10,20840,,,BuildingPublicUsePolicyDescription,,
1860,Building Site Use Restrictions Type,,A characterization of a site that would define restrictions or opportunities.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20841,10,20841,,,BuildingSiteUseRestrictionsType,,
1861,Building Space Utilization Area,,The area in square feet measured between the principal wall that faces at or near floor level," including alcove spaces"," and the outer limits of space designed to serve the activity. Structural space is excluded.",Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20842,10,20842,BuildingSpaceUtilizationArea,,
1862,Student Enrollment Access Type,,The designation of how students secure access to age appropriate public schools," or publicly funded charter or private schools.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20843,10,20843,,StudentEnrollmentAccessType,,
1863,Building Unassigned Space Indicator,,An indication that the space in a school," including circulation"," administration offices"," support spaces"," and common areas"," is not part of the calculation for capacity.",,TRUE,,BuildingUnassignedSpaceIndicator,,
1864,Facility Audit Type,,The type of systematic review or audit of facility quality," management"," decision making processes"," controls"," schedule and cost.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20845,FacilityAuditType,,
1865,Building Charter School Realty Access Type,,The type of real estate vehicle through which a public charter school has access and control of its building space.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20846,10,20846,,,BuildingCharterSchoolRealtyAccessType,,
1866,Building Cleaning Standard Type,,The standard for cleanliness," and benchmarks for how much space can be assigned to one properly supplied custodian to meet these standards.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20847,10,20847,,BuildingCleaningStandardType,,
1867,Facility Compliance Agency Type,,The type of agency that has ultimate responsibility for the compliance determination.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20848,10,20848,,,FacilityComplianceAgencyType,,
1868,Building Energy Conservation Measure Type,,The type of modification to," or replacement of"," a piece of equipment or building shell/system that increases energy efficiency.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20849,10,20849,BuildingEnergyConservationMeasureType,,
1869,Building Energy Service Company Name,,The name of the company that designs," procures"," finances"," installs"," maintains"," and guarantees the performance of energy conservation measures in an owner's facility or facilities.",Alphanumeric - 60 characters maximum,FALSE,,BuildingEnergyServiceCompanyName,,
1870,Building Energy Source Type,,The source of energy that directly powers a school district facility or building system.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20851,10,20851,,,BuildingEnergySourceType,,
1871,Facilities Management Emergency Type,,The type of abnormal and urgent circumstances that disrupt the normal operation of the building," threaten the health and safety of the occupants"," or require an emergency response.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20852,10,20852,FacilitiesManagementEmergencyType,,
1872,Facility Capital Program Management Type,,The type of management organization for planning," design"," and construction of major capital projects.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20853,10,20853,FacilityCapitalProgramManagementType,,
1873,Facility Operations Management Type,,The type of management arrangements whereby a district oversees and manages its facilities operations.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20854,10,20854,,,FacilityOperationsManagementType,,
1874,Facility Hazardous Materials or Condition Type,,The type of hazardous materials or conditions tested for at a site or building.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20855,10,20855,,,FacilityHazardousMaterialsOrConditionType,,
1875,Facility Joint Development Type,,The type of development where two or more entities partner to plan," site"," design"," and/or build a new school or renovate an existing school to better support the joint use of the building and/or land.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20856,10,FacilityJointDevelopmentType,,
1876,Facility Maintenance Standard Type,,The standard for maintenance of a component," system"," or building.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20857,10,20857,FacilityMaintenanceStandardType,,
1877,Facility Naturally Occurring Hazard Type,,Type of natural hazard that can affect the health," safety and operation of school facilities and their occupants.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20858,10,20858,,FacilityNaturallyOccurringHazardType,,
1878,Facility Utility Provider Type,,An indication of how utilities are supplied to a site or a building by a company or provider.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20859,10,20859,,,FacilityUtilityProviderType,,
1879,Facility Utility Type,,The type of utility used in the operation of a facility.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20860,10,20860,,,FacilityUtilityType,,
1880,Building Date of Certificate of Occupancy,,The month," day and year in which a certificate of occupancy was granted by the appropriate local authority.",YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20861,10,20861,,BuildingDateOfCertificateOfOccupancy,,
1881,Facility Audit Date,,The month," day"," and year of the systematic review or audit of facility quality"," management"," decision making processes"," controls"," schedule and cost.",YYYY-MM-DD,FALSE,FacilityAuditDate,,
1882,Facilities Plan Description,,A description of the management and accountability plan.,Alphanumeric - 80 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20863,10,20863,,,FacilitiesPlanDescription,,
1883,Facilities Plan Type,,The type of management and accountability plan.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20864,10,20864,,,FacilitiesPlanType,,
1884,Facility Standard Type,,An indication of the district or state requirements or guidelines for the design and construction of school facilities.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20865,10,20865,,,FacilityStandardType,,
1885,Facilities Mandate Authority Type,,The authority that mandates through law," regulation"," or standard that pertains to a specific mandate.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20866,10,20866,FacilitiesMandateAuthorityType,,
1886,Facility Financing Fee Type,,The type of fee that one must pay when getting a mortgage.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20867,10,20867,,,FacilityFinancingFeeType,,
1887,Facility Lease Amount,,The amount of money the school must pay to rent the facility that it is in.,Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20868,10,20868,,,FacilityLeaseAmount,,
1888,Facility Lease Amount Category,,The category of payment that a school must pay to rent the facility that it is in.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20869,10,20869,,,FacilityLeaseAmountCategory,,
1889,Facility Lease Type,,The type of agreement that allows the use and possession of a school," building"," or other facility from a third party in return for a regularly scheduled installment payment over an agreed-upon period.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20870,10,20870,FacilityLeaseType,,
1890,Facility Mortgage Interest Amount,,The amount the borrower pays the lender to compensate the lender for the use of money to purchase a building or facility.,Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20871,10,20871,,,FacilityMortgageInterestAmount,,
1891,Facility Mortgage Interest Type,,The type of interest paid on a mortgage to the lender to compensate the lender for the use of money to purchase a building or facility.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20872,10,20872,,,FacilityMortgageInterestType,,
1892,Facility Mortgage Type,,The status of a mortgage as it relates to priority of payment.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20873,10,20873,,,FacilityMortgageType,,
1893,Indebtedness Amount Allowed,,The amount of indebtedness allowed by law to be carried by the school district.,Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20874,10,20874,,,IndebtednessAmountAllowed,,
1894,Insurance Deductible,,The dollar amount a school district must pay before its insurance will compensate it for loss.,Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20875,10,20875,,,InsuranceDeductible,,
1895,Public Education Mill Rate,,The millage rate used to calculate property tax revenue for K-12 public education.,Numeric - up to 2 digits before and 8 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20876,10,20876,,,PublicEducationMillRate,,
1896,Facility Total Assessed Value,,The total assessed value of property that constitutes the basis for public borrowing.,Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20877,10,20877,,,FacilityTotalAssessedValue,,
1897,Campus Facility Type,,The primary purpose for which a campus is designed and/or used.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20878,10,20878,Updated,Changed the name of the element to campus facility type to clarify the purpose of the campus,CampusType,,
1898,Component or Fixture Check Date,,The month," day"," and year that the condition of a system"," component"," equipment"," or fixture was  checked.",YYYY-MM-DD,FALSE,,ComponentOrFixtureCheckDate,,
1899,Component or Fixture Serviced Date,,The month," day"," and year a system"," component"," equipment"," or fixture was serviced for repair or routine maintenance.",YYYY-MM-DD,FALSE,,ComponentOrFixtureServicedDate,,
1900,Component or Fixture Scheduled Serviced Date,,The month," day"," and year a major component"," system"," equipment"," or fixture is scheduled to be serviced for preventive or routine maintenance.",YYYY-MM-DD,FALSE,,ComponentOrFixtureScheduledServicedDate,,
1901,Component or Fixture Useful Life,,The anticipated time (in years) from the time of installation or service that a properly maintained system," component"," equipment"," or fixture is expected to operate effectively and efficiently.",Integer,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20882,10,ComponentOrFixtureUsefulLife,,
